Revenue,Costs,a d'e,MEMBERS,COUPE,Cond,Cafe
344.25712,436.40727,1.62,2223,yes,poor,kiosk
3704.29316,2859.00233,3.86,2693,no,satisfactory,bar
2419.95617,1332.43030,4.93,4752,no,excellent,kiosk
1988.24858,1228.95469,3.27,4195,no,satisfactory,bar
2635.07801,2813.38618,1.82,3087,no,poor,bar
4174.62918,5054.42092,1.97,3305,no,satisfactory,bar
4225.88308,2488.06628,2.39,4940,yes,satisfactory,machine
467.65787,763.18301,1.08,4150,no,poor,kiosk
4482.54682,4174.05003,2.46,2186,no,excellent,machine
1723.61074,1387.87118,3.73,4320,no,excellent,bar
610.15399,179.91841,2.9,4464,no,satisfactory,bar
2850.53841,1138.14241,4,2903,yes,excellent,kiosk
2612.41057,1940.26893,4.9,1826,yes,excellent,bar
4257.32734,2998.17833,3.87,3518,yes,satisfactory,machine
4149.50684,2538.60479,4.26,2479,no,satisfactory,bar
2152.56059,2755.54322,5.71,2380,no,satisfactory,kiosk
4608.96615,452.20130,2.7,3266,no,satisfactory,bar
526.23223,231.92719,5.91,6019,yes,satisfactory,machine
2449.81736,2365.49233,1.05,4640,no,excellent,bar
2259.50193,107.09880,4.72,4154,no,poor,machine
6249.69495,3249.62208,4.12,2031,yes,satisfactory,bar
3035.61067,447.32830,5.8,3766,yes,poor,kiosk
532.82375,891.25284,2.26,3836,no,satisfactory,kiosk
1619.56346,2847.57972,2.38,3852,yes,excellent,machine
2118.58520,1874.35559,1.09,5408,no,satisfactory,kiosk
774.91934,503.49976,4.09,4302,yes,satisfactory,bar
5667.56014,10434.56700,3.93,1635,no,poor,bar
2419.19017,3550.08946,6.2,3162,no,poor,machine
577.13086,728.23077,4.4,1508,no,poor,kiosk
642.13114,516.05011,1.05,2845,no,excellent,kiosk
1440.90185,1722.91101,1.97,1632,no,satisfactory,bar
2676.50797,810.73741,2.45,3059,no,satisfactory,kiosk
2255.19355,2497.28925,1.45,882,no,poor,bar
3179.84090,1954.17811,2.93,6107,no,poor,machine
1159.80312,1411.62172,1.48,1738,no,satisfactory,machine
3544.65811,3900.61213,1.89,2002,no,excellent,machine
832.39976,948.58516,3.58,5655,no,excellent,machine
2525.92921,4292.27368,3.59,925,yes,satisfactory,bar
3308.44630,2616.16971,1.52,2169,no,satisfactory,machine
2679.10165,2469.49482,2.02,3864,yes,satisfactory,machine
846.20614,165.01336,3.03,6118,yes,poor,kiosk
9168.31159,8767.10232,6.5,1184,no,excellent,kiosk
3242.46032,4833.82090,5.59,928,yes,satisfactory,bar
2363.83081,3670.15001,2.43,4463,no,poor,bar
1433.29502,2113.85118,2.43,3591,no,poor,machine
2447.88929,1414.75468,5.93,2773,no,excellent,bar
3120.29077,2323.86166,3.42,6713,no,excellent,machine
1672.28253,1368.14531,2.25,4386,no,satisfactory,bar
2223.17230,1282.53474,3.33,3303,no,poor,bar
6175.78562,8201.20300,4.25,4490,yes,poor,machine
2627.36423,2714.55463,4.12,5921,no,satisfactory,machine
1303.88793,1339.50057,2.84,2265,no,excellent,machine
2952.73840,3774.27504,5.16,3362,yes,excellent,kiosk
3387.38789,438.73754,2.89,2482,no,satisfactory,bar
8273.57570,8246.32524,2.84,3374,no,satisfactory,machine
963.77367,614.19789,1.48,4728,no,poor,bar
6673.61208,3100.94758,4.99,2715,no,poor,machine
7736.16023,5120.07688,2.84,2913,no,satisfactory,bar
2809.29338,4409.35799,4.82,3743,no,excellent,machine
3229.50307,644.27282,2.89,1782,no,satisfactory,machine
829.79075,1236.20748,3.69,2670,no,excellent,bar
3884.39532,3275.71760,2.5,4055,yes,poor,bar
7828.18553,9380.92955,4.65,4922,no,excellent,machine
1111.88454,773.35693,2.88,4470,yes,poor,bar
2885.46858,3724.17579,5.86,2029,no,poor,kiosk
531.87129,605.94821,1.41,1082,no,satisfactory,bar
2486.88582,2655.21608,3.27,891,no,satisfactory,bar
8734.42404,8340.04328,6.19,5850,no,satisfactory,bar
9908.93986,10058.07861,3.47,5149,no,excellent,machine
2097.47768,2502.69332,2.84,5047,no,satisfactory,bar
1758.54074,1589.71210,4.78,4334,no,satisfactory,kiosk
3274.67614,3305.99160,3.83,4118,no,satisfactory,kiosk
2201.02734,2315.28325,3.12,5753,no,poor,bar
2320.81223,2108.69706,1.37,3726,no,poor,bar
1774.49501,2421.07982,1.4,2725,no,satisfactory,kiosk
4044.51568,4161.32070,1.57,2403,no,excellent,machine
808.65838,858.89864,1.75,3720,no,poor,machine
1848.82308,1246.02862,2.23,1363,no,satisfactory,bar
2289.47449,4105.79231,5.39,1098,no,satisfactory,kiosk
3529.66617,3097.68335,6.65,4472,no,satisfactory,bar
1799.09397,2442.90763,3.79,2517,no,poor,machine
2276.87604,3548.35109,1.47,4658,yes,poor,kiosk
7859.33227,7187.61553,4.82,3183,no,satisfactory,bar
1105.01135,775.12902,5.16,2350,no,poor,bar
4553.04158,5134.74941,2.48,4771,no,excellent,machine
1557.42938,1727.48223,2.1,1292,no,excellent,machine
4161.24338,857.77646,6.95,4452,yes,satisfactory,machine
3251.49789,1107.67822,4.68,4260,yes,satisfactory,bar
2982.14983,2400.56407,1.68,4126,no,poor,machine
1061.59468,1796.76577,3.76,1862,no,excellent,machine
2632.98189,1783.75922,4.64,2833,no,excellent,bar
1792.54634,740.94287,5.57,2188,yes,poor,kiosk
2060.75922,1742.34595,2.07,2085,no,poor,bar
1115.57728,1523.60129,3.4,2824,no,satisfactory,kiosk
3605.14012,4801.43475,5.22,1842,yes,poor,kiosk
3388.09001,5003.62725,2.42,4499,no,excellent,kiosk
461.49480,446.88130,6.4,4759,no,satisfactory,bar
2752.81132,2087.38593,2.59,4243,yes,poor,kiosk
3982.45698,1790.29237,4.4,6491,no,poor,machine
261.29507,421.19585,3.1,1663,yes,poor,kiosk
3133.56581,4800.70145,3.6,3027,no,excellent,bar
10608.56596,9928.49486,1.06,4278,no,excellent,bar
2220.09087,2516.60867,5.01,1942,no,excellent,bar
1736.85301,1374.32458,5.84,4458,yes,satisfactory,bar
1937.39897,1767.29693,3.61,2039,yes,satisfactory,bar
2822.53539,2043.60613,5.43,5109,yes,excellent,bar
2478.89503,2871.04425,2.98,1541,no,satisfactory,kiosk
3369.20305,2925.41020,6.59,1741,yes,satisfactory,kiosk
3144.04448,4374.70231,2.87,4335,no,excellent,bar
3337.83439,3588.91096,4.1,3355,no,satisfactory,machine
4306.35652,2866.63541,4.65,4078,yes,poor,machine
1734.88258,2043.13355,2.87,3882,no,satisfactory,machine
2149.55237,884.75501,3.93,2800,no,poor,kiosk
1909.61125,911.52136,2.99,5141,no,satisfactory,bar
657.73943,794.32520,3.07,2232,yes,excellent,bar
4165.10865,4153.84885,1.04,1109,yes,poor,bar
1662.50288,250.12002,3.1,3733,no,excellent,kiosk
713.93557,564.79925,1.13,1903,no,poor,kiosk
1704.88619,1806.43937,4.94,2701,no,poor,machine
680.02493,501.41456,5.48,4906,yes,excellent,machine
5503.19095,7539.65764,3.23,2153,no,excellent,machine
3257.67329,3215.97417,2.86,3756,no,poor,bar
241.36483,254.42523,2.77,2455,no,poor,machine
3087.72729,1689.03641,3.81,3196,yes,poor,bar
446.71020,430.27348,3.71,1389,no,satisfactory,machine
1021.83072,630.44606,6.05,2403,yes,excellent,kiosk
3908.23779,4971.80289,3.77,3722,no,excellent,machine
314.59088,164.89308,2.79,3599,yes,satisfactory,bar
2626.51085,1676.90636,5.07,4776,no,poor,machine
1469.59167,197.13956,3.06,4655,yes,satisfactory,machine
3900.90614,2961.65209,1.06,5842,no,satisfactory,bar
1318.42800,1627.48786,2.36,4244,no,satisfactory,machine
3194.64148,5955.32003,5.45,4129,no,excellent,machine
1434.58232,2598.51226,1.87,2841,no,poor,bar
3152.44967,1339.17554,4.95,3331,yes,satisfactory,bar
2037.53234,2568.24071,1.46,3035,no,poor,bar
1913.98079,608.28814,1.55,4875,no,poor,bar
5783.00020,7679.59892,1.29,1967,no,excellent,machine
331.95251,569.17092,3.93,5082,no,poor,bar
640.76386,1021.73522,2,967,yes,satisfactory,machine
2827.54578,1346.86893,4.4,4563,yes,satisfactory,machine
1186.97379,398.88008,4.24,5885,no,excellent,kiosk
2563.93468,4383.41788,1.39,1407,no,poor,kiosk
1146.43723,564.18654,6,4569,no,excellent,bar
2495.64806,1771.09773,2.33,4025,no,poor,machine
2838.24365,3150.65974,1.51,5506,no,satisfactory,machine
764.29238,787.64305,4.44,1075,yes,poor,machine
2891.57826,5366.70956,2.96,5284,no,excellent,bar
1429.40622,479.67585,1.83,2790,yes,excellent,bar
6467.45586,6650.66724,4.93,2068,no,excellent,kiosk
3866.97953,2557.52911,1.49,3140,yes,satisfactory,kiosk
1149.86427,933.55932,1.13,7315,no,poor,bar
6560.88893,6581.14750,1.99,6020,no,excellent,machine
1495.95404,1628.95750,2.57,2013,no,satisfactory,machine
3333.22686,2580.77173,4.87,2863,yes,poor,kiosk
3785.36622,2990.19008,1.49,4745,no,satisfactory,machine
1600.67241,954.13726,4.48,6237,no,satisfactory,kiosk
647.36524,229.44679,5.14,7400,no,satisfactory,bar
1232.20030,860.48408,6.23,4145,yes,poor,machine
8643.41621,6927.60130,5.33,5814,yes,excellent,bar
2603.69185,2371.98437,4.3,2104,no,excellent,bar
1591.22572,2728.74243,3.75,1864,no,excellent,kiosk
5022.56116,4498.83067,4.79,1469,yes,excellent,bar
2142.88279,1718.21407,3.7,2560,no,satisfactory,machine
4677.17909,3625.26469,3.63,5844,yes,satisfactory,machine
648.50271,643.93687,1.76,4802,no,satisfactory,machine
4668.95796,2764.74904,2.8,2653,yes,poor,kiosk
4091.94209,2752.45768,3.28,3669,yes,satisfactory,bar
8206.19146,6687.62927,6.34,3266,no,poor,kiosk
1122.82921,1225.24366,1.18,3190,no,poor,machine
7799.01420,13138.27966,1.87,4225,no,satisfactory,kiosk
2625.88561,2157.80976,3.22,890,yes,satisfactory,bar
733.14208,250.09018,2.85,2177,yes,satisfactory,bar
1023.96659,926.18950,1.6,3369,no,poor,machine
2096.68721,2335.88081,2.47,3402,no,poor,kiosk
3100.90614,4111.82965,1.93,1831,no,satisfactory,machine
1865.57901,1324.47538,6.11,1850,no,satisfactory,machine
4285.93256,3025.89230,3.06,3556,no,excellent,bar
2449.04674,3667.01327,2.93,1775,no,satisfactory,kiosk
3720.22348,761.40397,4.39,4016,no,excellent,machine
3801.85268,4300.50409,1.24,7321,no,satisfactory,kiosk
2497.58375,4649.99738,1.06,1451,yes,poor,kiosk
1425.76399,1764.82350,6.23,4574,no,satisfactory,machine
4266.69951,3507.78022,2.85,4702,no,poor,machine
1048.27638,1120.49703,1.27,4132,no,poor,kiosk
1804.78602,538.50856,1.78,5172,no,poor,bar
3012.14499,113.98050,3.53,5399,no,poor,kiosk
3363.94006,3551.71749,1.16,1858,no,excellent,machine
1604.77779,2440.46480,3.39,1456,no,poor,kiosk
1155.13924,977.27413,2.6,5304,no,poor,bar
3606.79500,4721.05089,4.64,1749,no,excellent,bar
3024.09183,4905.39564,5.29,2069,no,poor,kiosk
3920.00938,3819.47090,6.05,1545,no,poor,kiosk
2931.43612,2594.53693,4.59,5539,no,satisfactory,machine
1435.02347,1060.64898,2.68,2176,no,excellent,kiosk
791.46891,259.03130,2.97,2283,no,poor,kiosk
1088.35314,1691.27186,3.09,3658,no,excellent,machine
1037.23235,306.57296,5.67,4128,no,satisfactory,bar
4337.78975,5280.10855,1.81,2169,no,excellent,machine
4130.49674,3001.48625,6.22,2890,yes,satisfactory,bar
2715.68256,3343.02795,4.22,1662,no,excellent,kiosk
1797.97268,825.19300,3.01,3522,no,satisfactory,bar
1078.05063,402.00135,3.78,3289,no,satisfactory,kiosk
1093.58543,496.55518,2.98,3210,yes,satisfactory,kiosk
1365.88318,1656.42109,3.67,5440,no,excellent,machine
3749.23585,5824.87525,2.44,6056,yes,excellent,machine
3504.19424,2167.64386,1.46,4867,yes,excellent,bar
2593.40097,3896.04247,4.36,5326,no,poor,kiosk
762.86238,506.66385,1.23,3807,no,satisfactory,bar
4536.58144,4434.93038,4.73,3964,yes,satisfactory,bar
5036.80381,4247.92812,4.96,3819,no,excellent,bar
2922.44896,558.56237,4.23,4600,no,satisfactory,machine
3334.32809,3172.61105,2.64,3213,no,satisfactory,kiosk
3017.01423,5216.55610,3.1,4509,no,excellent,machine
4214.64277,4749.22657,2.71,1672,no,excellent,kiosk
923.60538,471.49621,3.97,3044,yes,satisfactory,machine
2111.20516,541.07884,1.52,2891,yes,poor,bar
3044.75913,2040.30783,5.31,7226,no,satisfactory,kiosk
4154.31512,5584.42967,4.09,4550,no,satisfactory,machine
1764.30098,2596.28114,3.3,2126,no,satisfactory,machine
2383.63472,4406.09594,2.59,2094,yes,excellent,machine
2047.47226,3850.70537,3.97,4334,no,satisfactory,machine
2115.77060,1725.89371,4.81,3386,yes,satisfactory,machine
5570.39574,3791.76064,5.03,6278,yes,satisfactory,machine
644.69546,260.81206,1.77,6590,yes,satisfactory,machine
1628.41301,1834.52705,3.57,3159,no,excellent,kiosk
2094.46139,1217.55723,4.19,5399,no,satisfactory,bar
3560.70605,1346.63355,1.71,1918,no,satisfactory,machine
718.63781,1334.86468,1.26,999,no,poor,kiosk
1274.00376,1178.83739,1.96,3879,yes,satisfactory,machine
1559.91563,2688.99227,6.42,4211,no,satisfactory,bar
7846.47330,7336.45035,6.01,3793,no,satisfactory,kiosk
5961.88787,2027.94531,4.79,2254,no,satisfactory,kiosk
2680.30757,4140.21660,1.81,1153,yes,poor,kiosk
3178.69170,3300.22786,1.68,5509,no,excellent,bar
1413.97167,2400.27498,4.19,1341,no,poor,bar
411.90082,728.23097,2.05,4674,no,poor,kiosk
4791.77796,7501.93836,2.79,1196,no,excellent,bar
4757.12726,5354.14754,3.12,1681,yes,satisfactory,kiosk
11785.67878,6987.06158,5.22,3353,no,excellent,kiosk
1734.63275,1811.36991,1.11,4008,no,poor,kiosk
1091.95835,892.54537,3.36,5638,yes,satisfactory,bar
3393.84553,2642.36846,4.72,1906,yes,satisfactory,machine
3141.85930,4451.93412,3.91,1184,no,satisfactory,machine
774.48150,1204.23082,2.19,3841,no,satisfactory,machine
1989.57948,1655.99562,6.05,6072,no,excellent,bar
2488.81352,3544.73984,5.54,4274,no,excellent,machine
1538.05189,1477.62412,1.19,2224,yes,excellent,bar
4579.54711,3316.80259,4.89,5342,yes,poor,kiosk
3701.13530,458.78098,3.43,3433,no,satisfactory,bar
2497.70695,283.29549,2.89,3103,no,poor,kiosk
1824.55573,2444.19237,3.85,6673,no,excellent,kiosk
673.29454,177.90874,1.89,1591,yes,excellent,kiosk
3730.20378,5128.52176,3.99,1496,no,poor,bar
2408.31493,2118.31550,3.02,1440,no,poor,bar
5669.33557,4460.79070,5.27,3653,no,satisfactory,machine
5424.75223,10114.56700,5.62,4669,no,excellent,machine
3105.36324,5607.74122,1.97,1264,no,satisfactory,machine
3969.56605,4741.36036,4.09,3439,no,excellent,machine
1057.60430,602.46561,4.77,1577,yes,satisfactory,kiosk
5628.45940,902.54407,6.15,1258,yes,satisfactory,machine
4080.54422,4714.70517,3.83,2469,no,excellent,bar
4726.57369,6196.98037,3.07,3046,no,excellent,machine
605.90785,430.97257,3.91,4430,yes,satisfactory,bar
3017.95897,1385.07694,2.05,3691,yes,excellent,bar
1458.86835,1764.06289,1.1,2722,yes,satisfactory,machine
3020.61618,2874.33738,2.28,4430,yes,excellent,kiosk
1457.60046,1434.89914,3.02,6379,no,satisfactory,bar
2716.23874,3810.30829,2.51,3090,no,poor,machine
6769.08819,7408.24840,2.16,4311,yes,satisfactory,kiosk
1042.10295,1019.80873,3.94,4649,yes,excellent,kiosk
2867.08781,1637.12064,4.95,3132,no,excellent,bar
1249.35867,1745.25675,2.31,2643,yes,poor,kiosk
1536.74783,1146.50162,1.09,5016,yes,satisfactory,bar
3100.58118,2630.60080,4.41,2870,no,excellent,bar
4736.83549,7229.22538,2.15,2029,no,excellent,kiosk
1823.60519,1673.47219,3.19,6374,no,satisfactory,bar
9158.29660,9345.10169,6.18,5936,yes,excellent,kiosk
5337.46439,117.60505,1.34,2904,yes,poor,machine
1481.47611,1920.68562,4.27,4563,no,excellent,machine
1488.40713,1726.37061,2.78,869,no,poor,machine
2507.91952,3566.90447,4.72,2494,no,satisfactory,bar
1647.47197,260.98453,1.23,3863,no,poor,bar
1324.01768,2064.21269,1.3,1912,no,poor,kiosk
1729.03025,2351.75104,1.59,7160,no,poor,kiosk
5163.39977,4673.80397,5.59,5406,yes,satisfactory,bar
2369.82849,2762.29782,3.82,5113,yes,poor,bar
1597.99672,1653.07596,4.06,3732,no,poor,bar
929.18271,710.37652,6.94,2158,no,satisfactory,kiosk
4030.57733,3005.72483,4.61,3481,no,poor,machine
4046.79811,5118.21454,1.18,4630,no,poor,machine
4559.83078,2073.35180,3.85,2488,no,satisfactory,machine
3057.08690,1974.45446,3.06,945,yes,excellent,kiosk
2771.16133,4995.89157,2.52,2028,no,poor,bar
1410.24977,2245.68385,2.33,3480,no,excellent,machine
9053.20234,11712.43773,2.54,1036,no,satisfactory,bar
2085.83893,2432.93784,1.5,3587,yes,poor,machine
1001.22404,477.38059,2.93,5810,no,satisfactory,bar
4254.26654,4556.42196,6.91,3652,no,excellent,machine
1766.60539,251.35716,3.06,4790,yes,excellent,machine
6517.57163,8291.37603,2.41,2742,no,excellent,machine
2849.98625,1837.33900,4.07,2407,yes,satisfactory,kiosk
4422.17530,1929.65969,3.8,5976,yes,satisfactory,machine
1202.22491,1331.92350,5.21,2594,no,poor,bar
2336.40300,1786.46413,7.06,4366,yes,poor,bar
2356.86065,4304.18658,3.1,3757,no,satisfactory,kiosk
3943.65743,6493.90430,1.75,1365,no,excellent,machine
1894.12862,2542.80301,7.04,4985,no,poor,machine
1896.66329,1638.87072,1.41,1374,no,excellent,machine
5448.70149,9447.76972,1.95,1477,no,satisfactory,bar
4052.03915,3858.68275,4.75,1370,no,poor,bar
1459.17431,2392.23523,3.9,5465,no,excellent,machine
3087.95976,4747.42690,2.04,2042,no,poor,machine
2560.59748,2927.02270,1.95,1186,no,poor,machine
4427.56517,4064.66566,3.65,2673,yes,excellent,bar
1240.95981,1200.59072,2.01,5639,yes,satisfactory,bar
1164.97538,251.59833,5.08,1949,yes,poor,machine
1902.08925,1176.89009,2.75,4670,yes,excellent,bar
1850.55984,384.76479,1.17,6233,no,excellent,bar
3392.39655,5744.10125,2.5,4663,no,satisfactory,machine
867.37044,716.49469,4.87,2286,no,satisfactory,bar
1449.05712,1898.29460,1.39,2427,no,satisfactory,kiosk
2607.99016,1195.86395,4.02,3867,yes,satisfactory,kiosk
1605.08056,456.43958,5.27,6497,yes,poor,kiosk
3061.06664,2781.92480,5.61,1906,no,satisfactory,bar
1096.30933,793.37569,1.79,5512,no,satisfactory,bar
2031.12763,1680.80988,3.78,3838,yes,satisfactory,machine
5130.23226,6565.87791,3.66,3450,no,excellent,kiosk
2070.87890,1812.78154,2.16,4740,no,excellent,kiosk
1314.83883,1654.69241,5.49,939,yes,satisfactory,kiosk
875.66467,172.44924,3.9,2294,no,poor,bar
7153.08213,6781.15818,5.39,1895,no,excellent,kiosk
1963.48331,1317.30118,5.52,2434,no,satisfactory,machine
5908.88764,352.79671,1.56,7133,no,poor,kiosk
3642.80752,6801.30146,3.28,1848,yes,excellent,machine
1530.17984,1410.56220,1.38,3900,no,satisfactory,machine
3343.97863,2973.43863,1.89,3946,yes,excellent,kiosk
4241.23692,3328.75243,6.41,3020,yes,excellent,machine
3824.30629,3615.67039,5.19,2870,no,excellent,machine
1893.07756,1121.51712,1.6,4970,no,poor,machine
1143.74831,248.39927,2.67,2260,no,satisfactory,bar
846.22946,1098.79335,4.05,1364,no,satisfactory,machine
830.70514,707.88164,5.93,3866,no,poor,kiosk
2730.04095,4230.37917,1.95,2053,no,satisfactory,machine
941.93449,1299.19634,5.1,1266,yes,excellent,machine
7203.75597,3102.56853,4.21,6461,yes,excellent,machine
1656.25979,2717.02768,3.25,1873,no,poor,kiosk
3923.23094,1995.49639,4.93,2944,no,excellent,bar
1670.39645,1742.69717,2.7,3188,no,poor,machine
3643.95062,2344.00384,2.34,2660,no,poor,machine
1899.49249,979.95361,3.07,2801,no,satisfactory,kiosk
3677.57193,2455.70507,6.57,6792,yes,poor,bar
7255.44828,6391.48607,1.63,3163,no,excellent,machine
3703.65164,3913.18190,5.16,4380,no,satisfactory,machine
4891.29219,8150.09708,2.07,2260,no,poor,bar
6153.77622,7309.19599,6.71,1915,no,poor,bar
2142.44241,2519.76840,3.04,2312,no,poor,machine
5503.42267,4625.96864,3.5,2672,yes,excellent,bar
1783.91750,2927.11869,1.74,3549,no,satisfactory,kiosk
3445.92034,3074.07392,2.89,2956,no,excellent,bar
1520.54870,632.33311,2.68,1723,yes,excellent,bar
2588.79955,3131.39610,3.13,5924,no,poor,bar
2752.95848,3362.24299,3.18,1487,no,excellent,machine
3109.34362,1446.94961,1.73,4551,no,satisfactory,kiosk
2356.27438,4550.56322,2.43,888,no,satisfactory,machine
1146.74401,661.81666,3.33,6499,no,satisfactory,machine
3612.95922,3807.72131,1.37,2103,yes,poor,kiosk
2994.18858,2491.22822,3.03,919,no,poor,machine
2124.23374,3560.95184,2.94,958,yes,excellent,machine
2087.53335,1994.26816,3.8,2016,yes,excellent,machine
3155.40357,5396.76029,2.24,849,no,satisfactory,machine
261.42743,299.81938,3.53,4257,no,poor,kiosk
478.48873,498.39909,5.43,5725,no,excellent,kiosk
2387.40623,3665.35963,2.83,1817,no,poor,kiosk
4133.62058,5004.14504,4.74,2346,no,satisfactory,machine
4759.72448,3754.84515,3.79,3026,no,satisfactory,kiosk
5541.61407,5447.09187,2.46,4284,no,satisfactory,kiosk
2472.48864,482.27622,3.83,2814,yes,poor,bar
5715.33896,8750.73481,3.92,2327,no,excellent,machine
3202.55731,4325.44887,2.08,4766,no,poor,kiosk
2750.05101,2149.35905,3.39,944,no,poor,kiosk
3922.97490,2439.23049,3.86,1574,no,satisfactory,bar
6135.93337,5800.58064,4.43,5522,no,excellent,machine
1890.75823,1070.63364,2.62,3002,no,excellent,kiosk
3920.26434,2601.44427,3.77,1761,yes,satisfactory,bar
10598.39725,8188.75585,5.03,2072,no,excellent,kiosk
560.24253,372.53164,3.53,3485,yes,poor,kiosk
1922.00336,2788.71163,3.94,2934,yes,excellent,machine
2357.14527,692.99019,3.76,5040,no,satisfactory,bar
940.76468,892.52511,4.36,6147,yes,satisfactory,bar
5898.19553,5564.67883,5.77,3414,no,excellent,bar
1049.94482,616.60530,4.37,2697,no,satisfactory,kiosk
3041.31146,3266.02251,1.03,3200,no,excellent,machine
2276.13031,633.88391,2.16,2080,yes,poor,kiosk
3110.83968,1006.77233,3.45,4066,no,excellent,kiosk
6470.05003,7674.20586,2.83,4076,no,poor,bar
1591.67645,1114.11741,3.07,3987,no,poor,kiosk
2363.40181,1331.66838,5.23,2179,no,poor,machine
787.51653,461.53915,1.67,2767,yes,poor,machine
2152.55050,872.56141,5.21,1602,yes,satisfactory,bar
5544.34555,4818.09024,7.06,7092,no,excellent,machine
3413.90410,2770.04329,4.15,5932,no,excellent,bar
324.94411,178.40878,1.01,3303,no,satisfactory,machine
848.12794,1160.59247,5.24,970,no,satisfactory,kiosk
5418.65589,5150.03358,2.32,2018,no,satisfactory,bar
346.95668,110.51875,3.4,4612,no,poor,bar
327.44771,429.25082,3.17,2454,no,excellent,kiosk
751.24458,660.04092,5.31,3382,yes,satisfactory,machine
834.36802,719.15016,3.26,2822,no,satisfactory,bar
862.32782,1538.83089,3.95,3767,no,poor,machine
1383.77220,369.96164,1.99,2905,yes,satisfactory,machine
3650.81272,3622.56847,2.33,6769,no,satisfactory,bar
1798.25560,457.19216,3.32,972,no,satisfactory,machine
1688.47075,1432.90122,5.59,4474,no,excellent,bar
2374.44451,2091.84312,2.34,3754,no,satisfactory,kiosk
4173.08034,2967.83459,5.86,2675,no,excellent,machine
5768.62621,5314.75545,2.24,4644,no,satisfactory,machine
2586.29955,5079.56548,2.53,793,no,poor,machine
2376.34570,351.17124,2.83,4746,no,satisfactory,machine
4404.45338,8409.57693,5.14,1855,no,satisfactory,machine
3331.94057,4242.41185,1.38,2667,yes,satisfactory,kiosk
3958.70284,4247.28211,4.6,1396,no,poor,bar
1440.71871,360.02678,5.55,5118,no,poor,machine
5363.89750,1693.86365,5.65,3206,no,satisfactory,machine
940.62353,646.05003,2.83,1060,yes,satisfactory,kiosk
2344.48525,4523.07256,2.88,1699,no,satisfactory,bar
3366.24698,6459.03586,6.17,2635,no,poor,kiosk
3788.82003,4929.91076,2.81,2668,no,satisfactory,bar
449.74598,573.12798,3.38,4704,no,poor,machine
1082.54372,583.22162,2.36,3691,yes,satisfactory,bar
1577.99942,965.42054,5.18,2136,no,satisfactory,bar
4564.98491,4598.49038,5.97,3875,no,satisfactory,bar
1124.04528,1686.39968,2.89,1286,no,satisfactory,kiosk
1368.25217,1787.39242,4.1,2172,no,excellent,machine
2461.32343,1314.21177,2.85,5292,no,satisfactory,kiosk
1074.18229,1925.48973,4.14,1377,no,poor,bar
2171.33467,876.92130,2.9,4009,no,poor,bar
1262.07052,439.78035,2.64,5178,no,satisfactory,kiosk
4953.61648,5586.44806,3.14,2414,yes,excellent,machine
936.08563,597.90089,2.11,4297,no,satisfactory,bar
6442.62671,6090.39771,4.7,4520,no,excellent,kiosk
7128.48393,3457.03864,5.79,4608,no,excellent,kiosk
1736.26252,2879.74697,3.86,1759,no,excellent,machine
3352.95920,3643.71349,3.21,3649,no,satisfactory,kiosk
7285.62241,7269.04759,5.13,3624,yes,excellent,kiosk
2439.00754,309.03713,1.53,7205,yes,satisfactory,bar
1855.92278,1307.91316,2.09,6101,no,excellent,bar
5781.64002,1878.34666,4.54,3781,no,excellent,bar
3114.60215,2658.36839,3.7,5546,no,satisfactory,machine
2936.75515,195.21169,3.86,4204,yes,excellent,machine
1693.91002,519.79080,2.58,2204,no,satisfactory,kiosk
3108.52476,2193.91679,4.6,4321,no,satisfactory,kiosk
2561.63792,2765.00788,3.85,1342,yes,satisfactory,machine
5865.43660,4794.19879,6.68,3569,no,poor,kiosk
3027.93551,3143.71045,4.69,1735,no,satisfactory,machine
2919.81172,2220.10772,2.22,4786,yes,excellent,kiosk
870.82423,1206.52668,2.2,4267,yes,satisfactory,kiosk
1283.54475,1193.80911,3.67,1992,no,excellent,kiosk
1214.45409,1497.52507,6.2,1113,no,satisfactory,kiosk
1805.52114,226.62315,1.57,2650,yes,excellent,bar
3344.06274,2387.45918,2.71,2047,yes,excellent,kiosk
1140.77729,1754.15946,6.77,3217,no,excellent,machine
886.22204,1437.70676,2.36,4607,no,satisfactory,machine
1959.80495,2006.97005,4.13,2772,no,satisfactory,kiosk
2811.30293,2444.89248,3.18,3655,yes,satisfactory,kiosk
398.15377,526.16783,4.52,1202,no,excellent,bar
967.71799,1731.89319,4.99,4024,no,satisfactory,kiosk
5065.66407,2887.96297,4.21,6102,no,satisfactory,machine
4539.07466,3146.26569,4.76,1771,yes,satisfactory,machine
3331.51875,4889.63676,4.68,4059,no,satisfactory,bar
1412.65104,2356.75059,5.23,3079,no,excellent,machine
1012.47782,678.87052,2.01,1162,no,excellent,kiosk
1794.59866,1570.17143,4.25,2329,no,poor,bar
1217.77194,2103.56599,6.71,946,no,excellent,machine
3023.06235,1738.13590,1.68,3187,no,poor,machine
2405.61746,149.33584,2.36,5616,yes,poor,kiosk
2309.05250,386.34116,3.91,2710,no,poor,bar
13484.96552,11604.65925,4.4,3044,no,satisfactory,bar
5579.31953,5077.18278,4.22,1482,no,satisfactory,machine
3923.18572,2013.48721,3.69,4926,no,poor,bar
1376.49473,244.08492,2.16,5508,yes,excellent,bar
2659.20473,2620.97546,2.99,1699,no,satisfactory,kiosk
